POI Identifier;Address;Description;Name;geo_shape;geo_point_2d
890;3526 PRINCESS ST;Place of Worship;WESTBROOK UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.6262198382825, 44.2661684028489]}";44.2661684028, -76.6262198383
888;362 ALFRED ST;Place of Worship;FAITH ALIVE INTERNATIONAL MINISTRIES;"{""type"": ""Point"", ""coordinates"": [-76.49777756058317, 44.235970930952405]}";44.235970931, -76.4977775606
3976;399 PRINCESS ST;Cell Antenna;399 PRINCESS ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.49228408116498, 44.23351383746854]}";44.2335138375, -76.4922840812
952;303 YORK ST;Outdoor Aquatics Centre;TOMLINSON AQUA PARK;"{""type"": ""Point"", ""coordinates"": [-76.49891963519474, 44.23943018466012]}";44.2394301847, -76.4989196352
3506;1200 PRINCESS ST;Museum;HEATHFIELD - SISTERS OF PROVIDENCE ARCHIVES;"{""type"": ""Point"", ""coordinates"": [-76.52295884378545, 44.24516056480971]}";44.2451605648, -76.5229588438
3504;2 FORT HENRY DR;Historic Site;FORT HENRY STOCKADE;"{""type"": ""Point"", ""coordinates"": [-76.46214203758538, 44.23315341815751]}";44.2331534182, -76.4621420376
896;395 NELSON ST;Place of Worship;CALVARY BIBLE CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.50223457271265, 44.24276480287154]}";44.2427648029, -76.5022345727
907;954 HUDSON DR;Place of Worship;BAYRIDGE ALLIANCE CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.58497117728629, 44.243704909866835]}";44.2437049099, -76.5849711773
915;3604 PINE GROVE RD;Place of Worship;PINE GROVE FREE METHODIST CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.26992598630767, 44.406436572570904]}";44.4064365726, -76.2699259863
922;255 KINGSCOURT AVE;Place of Worship;KINGSCOURT UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.50139146548476, 44.2504194840729]}";44.2504194841, -76.5013914655
926;1 REDDEN ST;Place of Worship;ST. ANDREW'S BY THE LAKE UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.56975754318668, 44.217627561317244]}";44.2176275613, -76.5697575432
929;965 SYDENHAM RD;Place of Worship;CATARAQUI UNITED CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.5443244922222, 44.261450142456646]}";44.2614501425, -76.5443244922
863;342 MCEWEN DR;Place of Worship;NEW LIFE CENTRE (UNITED PENTECOSTAL CHURCH);"{""type"": ""Point"", ""coordinates"": [-76.57332997034237, 44.2285114892796]}";44.2285114893, -76.5733299703
864;490 DAYS RD;Place of Worship;OUR LADY OF LOURDES PARISH;"{""type"": ""Point"", ""coordinates"": [-76.56974294052404, 44.23552167586574]}";44.2355216759, -76.5697429405
865;849 DEVELOPMENT DR;Place of Worship;JEHOVAH'S WITNESSES - BAYRIDGE;"{""type"": ""Point"", ""coordinates"": [-76.58032793750387, 44.24035574768057]}";44.2403557477, -76.5803279375
4575;;Playground;TRILLIUM RIDGE PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.55248120638468, 44.25121160217037]}";44.2512116022, -76.5524812064
3472;55 WARNE CR;;COMFORT INN;"{""type"": ""Point"", ""coordinates"": [-76.50192514065922, 44.26764537258301]}";44.2676453726, -76.5019251407
872;820 ROWANTREE CRES;Place of Worship;THE NEW APOSTOLIC CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.58898763900686, 44.253079186163774]}";44.2530791862, -76.588987639
873;215 JOHNSON ST;Place of Worship;FIRST BAPTIST CHURCH;"{""type"": ""Point"", ""coordinates"": [-76.48791673747874, 44.23070535951892]}";44.2307053595, -76.4879167375
3475;794 HWY 2;;EXECUTIVE INN & SUITES;"{""type"": ""Point"", ""coordinates"": [-76.42972458117833, 44.242988752436204]}";44.2429887524, -76.4297245812
3731;914 15 HWY;Off-Leash Dog Park;MACLEAN TRAIL PARK (OFF-LEASH DOG PARK);"{""type"": ""Point"", ""coordinates"": [-76.46085490339095, 44.260583167878515]}";44.2605831679, -76.4608549034
3745;151 ORDNANCE ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.4887386554769, 44.23582532306053]}";44.2358253231, -76.4887386555
3747;752 KING ST W;Hospital;FORMER KINGSTON PSYCHIATRIC HOSPITAL;"{""type"": ""Point"", ""coordinates"": [-76.5229126726558, 44.21581356526286]}";44.2158135653, -76.5229126727
4580;510 FREEMAN CRES;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.44962870572895, 44.269267848726365]}";44.2692678487, -76.4496287057
3751;169 UNION ST;Queen's University;QUEEN'S DAYCARE;"{""type"": ""Point"", ""coordinates"": [-76.50000749131809, 44.22697800905027]}";44.2269780091, -76.5000074913
2667;440 KING ST;Grant House;GRANT HOUSE;"{""type"": ""Point"", ""coordinates"": [-76.50680650437327, 44.22094540244741]}";44.2209454024, -76.5068065044
4587;958 BLUFFWOOD AVE;Trail Access;GREENWOOD PARK TRAIL;"{""type"": ""Point"", ""coordinates"": [-76.44207913973624, 44.270245278123234]}";44.2702452781, -76.4420791397
3203;760 HWY 15;Settlement Services;ACFOMI;"{""type"": ""Point"", ""coordinates"": [-76.46124373201971, 44.25284084498323]}";44.252840845, -76.461243732
3528;701 DIVISION ST;;MUNICIPAL OPERATION CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.49493428096065, 44.24931180884329]}";44.2493118088, -76.494934281
503;1180 WOODBINE RD;Soccer Field;WOODBINE PARK MINI SOCCER FIELD 2;"{""type"": ""Point"", ""coordinates"": [-76.60127574248854, 44.261690120476615]}";44.2616901205, -76.6012757425
493;1180 WOODBINE RD;Soccer Field;WOODBINE PARK SOCCER FIELD 3;"{""type"": ""Point"", ""coordinates"": [-76.60231329945499, 44.26126535441598]}";44.2612653544, -76.6023132995
220;1066 HUDSON DR;Playground;BAYRIDGE PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.59303488880505, 44.24902937643656]}";44.2490293764, -76.5930348888
513;1180 WOODBINE RD;Soccer Field;WOODBINE PARK MINI SOCCER FIELD 1;"{""type"": ""Point"", ""coordinates"": [-76.60132972305055, 44.261379591926115]}";44.2613795919, -76.6013297231
82;1280 COVERDALE DR;Monument;ROTARY PARK TOTEM POLE;"{""type"": ""Point"", ""coordinates"": [-76.6072599633996, 44.237348567996804]}";44.237348568, -76.6072599634
241;1280 COVERDALE DR;Playground;ROTARY PARK PLAYGROUND 2;"{""type"": ""Point"", ""coordinates"": [-76.60567930743991, 44.2377436726584]}";44.2377436727, -76.6056793074
990;1805 2 HWY;Park;MADOMA PARK;"{""type"": ""Point"", ""coordinates"": [-76.37555670419744, 44.26460224430312]}";44.2646022443, -76.3755567042
2184;59 LUNDY'S LANE;Playground;LUNDY'S LANE PLAYGROUND 2;"{""type"": ""Point"", ""coordinates"": [-76.45258275649466, 44.237592699014655]}";44.237592699, -76.4525827565
2071;434 MCEWEN DR;Washroom;LA SALLE PARK;"{""type"": ""Point"", ""coordinates"": [-76.57330902068571, 44.23258509894262]}";44.2325850989, -76.5733090207
3755;1410 SPROULE ST;Ball Diamond;HOLSGROVE PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.62098012479986, 44.26931144382571]}";44.2693114438, -76.6209801248
1527;20 CRANBROOK ST;Childcare Facility;F.C.C.C. - R.G. SINCLAIR;"{""type"": ""Point"", ""coordinates"": [-76.57080714575159, 44.21988397669219]}";44.2198839767, -76.5708071458
2989;220 PORTSMOUTH AV;Education;LIMESTONE DISTRICT BOARD OF EDUCATION;"{""type"": ""Point"", ""coordinates"": [-76.52672300352391, 44.228269447857556]}";44.2282694479, -76.5267230035
3108;284 EARL ST;Queen's University;QUEEN'S UNIVERSITY AQUATICS AND RECREATION CENTRE (ARC);"{""type"": ""Point"", ""coordinates"": [-76.49420032106597, 44.22937298082639]}";44.2293729808, -76.4942003211
1498;88 WRIGHT CRES;Library;KINGSTON FRONTENAC LIBRARY - CALVIN PARK BRANCH;"{""type"": ""Point"", ""coordinates"": [-76.51773297794526, 44.238716492199394]}";44.2387164922, -76.5177329779
90;211 ONTARIO ST;Monument;CONFDERATION PARK COMMEMORATIVE PLAQUE 1;"{""type"": ""Point"", ""coordinates"": [-76.48009062785498, 44.2296602502376]}";44.2296602502, -76.4800906279
1654;41 GRENADIER DR;Tennis Court;GRENADIER PARK TENNIS COURTS;"{""type"": ""Point"", ""coordinates"": [-76.45803745045347, 44.25449132786894]}";44.2544913279, -76.4580374505
1515;127 DAYS RD;Fire Station;FIRE STATION 10;"{""type"": ""Point"", ""coordinates"": [-76.56980558308499, 44.21920071658158]}";44.2192007166, -76.5698055831
3480;2360 PRINCESS ST;;TRAVELODGE KINGSTON LASALLE HOTEL;"{""type"": ""Point"", ""coordinates"": [-76.55326719441493, 44.258670294955024]}";44.258670295, -76.5532671944
3974;;Cell Antenna;200 CLARENCE ST CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.48108172087903, 44.229392179792235]}";44.2293921798, -76.4810817209
1731;21 QUEENSTON HTS;Multi-Use Court;;"{""type"": ""Point"", ""coordinates"": [-76.45153569713631, 44.236159714343586]}";44.2361597143, -76.4515356971
3968;;Cell Antenna;KGH CELL ANTENNA;"{""type"": ""Point"", ""coordinates"": [-76.49338646444798, 44.22358213278214]}";44.2235821328, -76.4933864644
1346;423 ELLIOTT AVE;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.49981572345865, 44.25663621544214]}";44.2566362154, -76.4998157235
1327;151 ORDNANCE ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.48843899646192, 44.23520460411285]}";44.2352046041, -76.4884389965
4561;;;EMERALD PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.55970905067954, 44.262192826757456]}";44.2621928268, -76.5597090507
1339;;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.6186227325951, 44.270641680014705]}";44.27064168, -76.6186227326
2075;88 WRIGHT CRES;Washroom;KINGSTON FRONTENAC LIBRARY - CALVIN PARK BRANCH;"{""type"": ""Point"", ""coordinates"": [-76.51754982374973, 44.23885085570176]}";44.2388508557, -76.5175498237
803;455 ST. MARTHA ST;Education Facility;ST. MARTHA CATHOLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.44828840329288, 44.2650440172828]}";44.2650440173, -76.4482884033
805;85 FIRST AVE;Education Facility;FIRST AVENUE PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.50214833990398, 44.24332130941911]}";44.2433213094, -76.5021483399
2063;53 YONGE ST;Washroom;PORTSMOUTH OLYMPIC HARBOUR;"{""type"": ""Point"", ""coordinates"": [-76.51794526212991, 44.2183316018367]}";44.2183316018, -76.5179452621
2809;4 PASSCHENDALE DR;Heritage Site;FORT FREDERICK;"{""type"": ""Point"", ""coordinates"": [-76.4694949580172, 44.22773816392296]}";44.2277381639, -76.469494958
1113;1229 CARMIL BLVD;Park;HIGHGATE PARK;"{""type"": ""Point"", ""coordinates"": [-76.60725674662667, 44.24897042878703]}";44.2489704288, -76.6072567466
3449;ROYAL CANADIAN LEGION VILLA;;;"{""type"": ""Point"", ""coordinates"": [-76.50434384418845, 44.238376193961635]}";44.238376194, -76.5043438442
3565;51 HEAKES LANE;Provincial Government;BEECHGROVE PROVINCIAL OFFICES;"{""type"": ""Point"", ""coordinates"": [-76.52115700958892, 44.2184998098586]}";44.2184998099, -76.5211570096
956;1980 CORDUKES RD;Trail Access & Parking;K&P CORDUKES RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.57467186629047, 44.298403384737405]}";44.2984033847, -76.5746718663
3706;174 DALTON AV;Trail Access & Parking;K&P DALTON AV ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.52929597494749, 44.27020751855978]}";44.2702075186, -76.5292959749
1756;9 ORCHARD ST;Boat Ramp;EMMA MARTIN PARK BOAT RAMP;"{""type"": ""Point"", ""coordinates"": [-76.47959835463834, 44.24250411967373]}";44.2425041197, -76.4795983546
3891;937 PURDY'S MILLS RD;Trail Access;RIDEAU TRAIL PURDY'S MILL RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.54080034895736, 44.25999925870563]}";44.2599992587, -76.540800349
3896;401;Trail Access;K&P HWY 401 TUNNEL ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.56409313346036, 44.28259713268795]}";44.2825971327, -76.5640931335
3899;2426 BUR BROOK RD;Trail Access;RIDEAU TRAIL BUR BROOK RD ACCESS PNT;"{""type"": ""Point"", ""coordinates"": [-76.55980956433197, 44.29900735855001]}";44.2990073586, -76.5598095643
333;190 WELBORNE AVE;;WELBORNE PUBLIC SCHOOL PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.57842117953558, 44.22240770245459]}";44.2224077025, -76.5784211795
1788;1180 WOODBINE RD;Beach Volleyball Court;WOODBINE PARK BEACH VOLLEYBALL 1;"{""type"": ""Point"", ""coordinates"": [-76.60212407133217, 44.25893444959138]}";44.2589344496, -76.6021240713
3868;920 KING ST W;Water Park;LAKE ONTARIO PARK WATER PARK;"{""type"": ""Point"", ""coordinates"": [-76.53069483323567, 44.21634183320463]}";44.2163418332, -76.5306948332
3703;1066 KING ST;Trail Access;WATERFRONT TRAIL KING ST W TRAIL ACCESS;"{""type"": ""Point"", ""coordinates"": [-76.53716208050282, 44.21985654985037]}";44.2198565499, -76.5371620805
3699;300 KING ST W;Trail Access;WATERFRONT TRAIL KING ST W ACCESS;"{""type"": ""Point"", ""coordinates"": [-76.50156756565045, 44.22214005134654]}";44.2221400513, -76.5015675657
1482;4 YACHT CLUB LN;Beach;ARROWHEAD PARK BEACH;"{""type"": ""Point"", ""coordinates"": [-76.44862793706768, 44.23490846677778]}";44.2349084668, -76.4486279371
3908;11 NAVY WY;Swimming Pool;KMCSC POOL;"{""type"": ""Point"", ""coordinates"": [-76.46894704340963, 44.23682381313551]}";44.2368238131, -76.4689470434
4534;21 COLLINGWOOD ST;Beach Volleyball Court;QUEEN'S BEACH VOLLEYBALL COURT;"{""type"": ""Point"", ""coordinates"": [-76.50074636456323, 44.22271812477108]}";44.2227181248, -76.5007463646
4531;;;;"{""type"": ""Point"", ""coordinates"": [-76.57309538150966, 44.2175659594881]}";44.2175659595, -76.5730953815
58;211ONTARIO ST;Monument;CONFEDERATION PARK (ROYAL REGEMENT OF NEW YORK) PLAQUE;"{""type"": ""Point"", ""coordinates"": [-76.48021469475289, 44.229555805787406]}";44.2295558058, -76.4802146948
1326;225 ONTARIO ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.48037856418854, 44.22916237546103]}";44.2291623755, -76.4803785642
1450;225 ONTARIO ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.4803281863498, 44.22921159275373]}";44.2292115928, -76.4803281863
3189;;Communication Tower;MIDDLE RD CELL TOWER;"{""type"": ""Point"", ""coordinates"": [-76.40912367525473, 44.29228614403222]}";44.292286144, -76.4091236753
484;120 NORMAN ROGERS DR;Soccer Field;CENTENNIAL PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.51946544691853, 44.23103108183661]}";44.2310310818, -76.5194654469
466;750 INNOVATION DR;Soccer Field;J. MACHEN SPORTS FIELDS;"{""type"": ""Point"", ""coordinates"": [-76.43678916540121, 44.271676362733864]}";44.2716763627, -76.4367891654
474;530 EARL ST;Soccer Field;WINSTON CHURCHILL SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.50385996185219, 44.22828487319222]}";44.2282848732, -76.5038599619
307;303 YORK ST;Ball Diamond;KMC BASEBALL FIELD 1;"{""type"": ""Point"", ""coordinates"": [-76.50152602007805, 44.24004034116285]}";44.2400403412, -76.5015260201
312;141 THIRD AVE;Ball Diamond;THIRD AVENUE PARK;"{""type"": ""Point"", ""coordinates"": [-76.50545648832092, 44.24552811341183]}";44.2455281134, -76.5054564883
825;216 BICKNELL CRES;Education Facility;WELBORNE AVENUE PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.57972894830057, 44.22252905233034]}";44.2225290523, -76.5797289483
228;602 CHADWICK DR;Playground;CHADWICK PARKETTE PLAyGROUND;"{""type"": ""Point"", ""coordinates"": [-76.54915560638884, 44.26192231053733]}";44.2619223105, -76.5491556064
231;53 YONGE ST;Playground;PORTSMOUTH OLYMPIC HARBOUR;"{""type"": ""Point"", ""coordinates"": [-76.51727091329397, 44.219735195200215]}";44.2197351952, -76.5172709133
237;153 ROBERT WALLACE DR;Playground;POLSON PARK;"{""type"": ""Point"", ""coordinates"": [-76.52955456194164, 44.23586258356805]}";44.2358625836, -76.5295545619
254;11 HOLMAN DR;Playground;HOLMAN DRIVE PARK;"{""type"": ""Point"", ""coordinates"": [-76.3884550689868, 44.25739128311805]}";44.2573912831, -76.388455069
253;485 BOXWOOD ST;Playground;LOMBARDY PARK;"{""type"": ""Point"", ""coordinates"": [-76.58810048100631, 44.2386548040739]}";44.2386548041, -76.588100481
226;;Playground;WESTBROOK PARK;"{""type"": ""Point"", ""coordinates"": [-76.6187551957466, 44.270661273736046]}";44.2706612737, -76.6187551957
262;153 ROBERT WALLACE DR;Playground;POLSON PARK PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.5305403651191, 44.23570237066861]}";44.2357023707, -76.5305403651
283;2252 BATTERSEA RD;Playground;GLENBURNIE PUBLIC SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.46046527388532, 44.320829136165884]}";44.3208291362, -76.4604652739
287;40 COMPTON ST;Playground;HEADWAY PARK PLAYGROUND;"{""type"": ""Point"", ""coordinates"": [-76.48824700583891, 44.26312892791907]}";44.2631289279, -76.4882470058
264;820 SOMERSET CRES;Playground;SUTTON MILLS PARK;"{""type"": ""Point"", ""coordinates"": [-76.57710210277988, 44.250668825141524]}";44.2506688251, -76.5771021028
288;755 BAYRIDGE DR;Playground;BAYRIDGE PARK;"{""type"": ""Point"", ""coordinates"": [-76.59320646802686, 44.24753815328761]}";44.2475381533, -76.593206468
289;41 GRENADIER DR;Playground;GRENADIER PARK;"{""type"": ""Point"", ""coordinates"": [-76.455270211561, 44.25545820174378]}";44.2554582017, -76.4552702116
1913;1 BAY ST;Parking Lot;ANGLIN LOT;"{""type"": ""Point"", ""coordinates"": [-76.48040434660385, 44.23570299719623]}";44.2357029972, -76.4804043466
1405;23 ONTARIO ST;Picnic Facility;;"{""type"": ""Point"", ""coordinates"": [-76.48493063743787, 44.22422836493019]}";44.2242283649, -76.4849306374
847;388 ONTARIO ST;Historic Site;FORT CATARAQUI HISTORIC SITE;"{""type"": ""Point"", ""coordinates"": [-76.47900662381754, 44.23367619425421]}";44.2336761943, -76.4790066238
3562;3 POINT FREDERICK DR;RMC;FORT SAUVE DORMITORY;"{""type"": ""Point"", ""coordinates"": [-76.47014083915253, 44.23013609206309]}";44.2301360921, -76.4701408392
3555;3 GENERAL CRERAR CR;RMC;GIROUARD BLDG;"{""type"": ""Point"", ""coordinates"": [-76.46818625946277, 44.23141348500002]}";44.231413485, -76.4681862595
3557;2 CARRE RIDOUT SQ;RMC;RIDEOUT ROW/CDA;"{""type"": ""Point"", ""coordinates"": [-76.46840358144192, 44.234184871269015]}";44.2341848713, -76.4684035814
1765;9 ORCHARD ST;;CATARAQUI ROWING CLUB;"{""type"": ""Point"", ""coordinates"": [-76.48025930574866, 44.24302516366286]}";44.2430251637, -76.4802593057
2815;55 STUART ST;Quenn's U Historic Building;AGNES BENIDICKSON HOUSE;"{""type"": ""Point"", ""coordinates"": [-76.4922266245944, 44.226065463761756]}";44.2260654638, -76.4922266246
159;266 MCMAHON AVE;Playground;ST. PAUL'S ELEMENTARY SCHOOL;"{""type"": ""Point"", ""coordinates"": [-76.52364271023275, 44.24969561637876]}";44.2496956164, -76.5236427102
113;200 KING ST W;Monument;OPERATION HOME SAFE MONUMENT;"{""type"": ""Point"", ""coordinates"": [-76.49819189034064, 44.22258141035273]}";44.2225814104, -76.4981918903
1013;346 COLLEGE ST;Park;COMPTON PARK CHANGER ROOM;"{""type"": ""Point"", ""coordinates"": [-76.51053743415898, 44.234600499408344]}";44.2346004994, -76.5105374342
1030;8 RIVERSIDE DR;Park;MILTON LOOKOUT PARK;"{""type"": ""Point"", ""coordinates"": [-76.38310555303376, 44.2566155495835]}";44.2566155496, -76.383105553
1018;1026 KING ST;Park;ELEVATOR BAY PARK;"{""type"": ""Point"", ""coordinates"": [-76.53441881646208, 44.21825588412774]}";44.2182558841, -76.5344188165
2953;85 LAPPAN'S LN;Municipal Government Facility;UTILITIES KINGSTON BUILDING;"{""type"": ""Point"", ""coordinates"": [-76.50912489444302, 44.260469154731766]}";44.2604691547, -76.5091248944
1589;641 TRUEDELL ROAD;Childcare Facility;KINGSTON FAMILY Y - TRUEDELL S.A.;"{""type"": ""Point"", ""coordinates"": [-76.58001197340786, 44.244424325637944]}";44.2444243256, -76.5800119734
1596;5 MILES AVENUE;Childcare Facility;WEST END CHILDREN'S CENTRE;"{""type"": ""Point"", ""coordinates"": [-76.52798258115665, 44.23517670617352]}";44.2351767062, -76.5279825812
1611;60 UNION ST;Tennis Court;QUEEN'S UNIVERSITY - MAIN CAMPUS;"{""type"": ""Point"", ""coordinates"": [-76.4937557823728, 44.22508531175326]}";44.2250853118, -76.4937557824
